venue,date,batter_name,runs,fours,sixes
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Prabhsimran (wk),42,7,1
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Shreyas Iyer (c),82,6,6
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Nehal Wadhera,27,2,1
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Shashank Singh,2,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Maxwell,3,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Stoinis,34,1,4
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Marco Jansen,5,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Shami,4,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Cummins (c),4,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Harshal Patel,4,4,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Eshan Malinga,4,2,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Zeeshan Ansari,4,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Travis Head,66,9,3
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Abhishek Sharma,141,14,10
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Heinrich Klaasen (wk),21,2,1
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Ishan Kishan,9,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Arshdeep Singh,4,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Marco Jansen,2,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Yash Thakur,2.3,0,1
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Glenn Maxwell,3,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Lockie Ferguson,0.2,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Marcus Stoinis,0.4,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Yuzvendra Chahal,4,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-12,Shashank Singh,2,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Yashasvi Jaiswal,75,10,2
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Samson (c & wk),15,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Riyan Parag,30,3,1
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Dhruv Jurel,35,2,2
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Hetmyer,9,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Nitish Rana,4,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Bhuvneshwar,4,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Yash Dayal,4,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Hazlewood,3,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Krunal Pandya,4,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Livingstone,1,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Suyash Sharma,4,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Philip Salt,65,5,6
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Virat Kohli,62,4,2
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Devdutt Padikkal,40,5,1
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Jofra Archer,4,0,1
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Tushar Deshpande,2,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Sandeep Sharma,2.3,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Maheesh Theekshana,2,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Kumar Kartikeya,3,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Wanindu Hasaranga,3,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-13,Riyan Parag,1,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Rohit,18,2,1
"Arun Jaitley Stadium, Delhi",2025-04-13,Rickelton (wk),41,5,2
"Arun Jaitley Stadium, Delhi",2025-04-13,Suryakumar Yadav,40,5,2
"Arun Jaitley Stadium, Delhi",2025-04-13,Tilak Varma,59,6,3
"Arun Jaitley Stadium, Delhi",2025-04-13,Hardik Pandya (c),2,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Naman Dhir,38,3,2
"Arun Jaitley Stadium, Delhi",2025-04-13,Will Jacks,1,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Mitchell Starc,3,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Mukesh Kumar,4,1,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Vipraj Nigam,4,2,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Kuldeep Yadav,4,2,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Axar (c),2,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Mohit Sharma,3,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Jake Fraser-McGurk,0,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Abishek Porel,33,3,1
"Arun Jaitley Stadium, Delhi",2025-04-13,Karun Nair,89,12,5
"Arun Jaitley Stadium, Delhi",2025-04-13,KL Rahul (wk),15,1,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Axar Patel (c),9,2,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Tristan Stubbs,1,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Ashutosh Sharma,17,2,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Vipraj Nigam,14,1,1
"Arun Jaitley Stadium, Delhi",2025-04-13,Mitchell Starc,1,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Kuldeep Yadav,1,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Mohit Sharma,0,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Deepak Chahar,3,1,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Trent Boult,2,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Jasprit Bumrah,4,1,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Mitchell Santner,4,2,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Hardik Pandya (c),2,0,0
"Arun Jaitley Stadium, Delhi",2025-04-13,Karn Sharma,4,3,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Markram,6,1,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Mitchell Marsh,30,2,2
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Pooran,8,2,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Pant (c & wk),63,4,4
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Ayush Badoni,22,1,2
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Abdul Samad,20,0,2
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,David Miller,0,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Thakur,6,1,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Khaleel Ahmed,4,1,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Anshul Kamboj,3,1,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Jamie Overton,2,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Ravindra Jadeja,3,2,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Noor Ahmad,4,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Matheesha Pathirana,4,2,1
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Shaik Rasheed,27,6,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Rachin Ravindra,37,5,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Rahul Tripathi,9,1,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Ravindra Jadeja,7,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Shivam Dube,43,3,2
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Vijay Shankar,9,1,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,MS Dhoni (c & wk),26,4,1
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Shardul Thakur,4,0,1
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Akash Deep,1,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Digvesh Singh Rathi,4,1,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Avesh Khan,3.3,1,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Ravi Bishnoi,3,2,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-14,Aiden Markram,4,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Priyansh Arya,22,3,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Prabhsimran,30,2,3
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Shreyas Iyer (c),0,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Josh Inglis (wk),2,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Nehal Wadhera,10,2,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Maxwell,7,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Suryansh Shedge,4,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Shashank Singh,18,1,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Marco Jansen,1,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Xavier Bartlett,11,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Arshdeep Singh,1,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Vaibhav Arora,2.3,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Nortje,3,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Harshit Rana,3,3,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Varun Chakaravarthy,4,2,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Narine,3,2,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Quinton de Kock (wk),2,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Sunil Narine,5,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Ajinkya Rahane (c),17,1,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Angkrish Raghuvanshi,37,5,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Venkatesh Iyer,7,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Rinku Singh,2,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Andre Russell,17,1,2
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Ramandeep Singh,0,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Harshit Rana,3,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Vaibhav Arora,0,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Anrich Nortje,0,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Marco Jansen,3.1,3,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Xavier Bartlett,3,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Arshdeep Singh,3,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Yuzvendra Chahal,4,4,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-15,Glenn Maxwell,2,1,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Jake Fraser-McGurk,9,2,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Abishek Porel,49,5,1
"Arun Jaitley Stadium, Delhi",2025-04-16,Karun Nair,0,0,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Rahul (wk),38,2,2
"Arun Jaitley Stadium, Delhi",2025-04-16,Stubbs,34,2,2
"Arun Jaitley Stadium, Delhi",2025-04-16,Axar (c),34,4,2
"Arun Jaitley Stadium, Delhi",2025-04-16,Ashutosh Sharma,15,2,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Jofra Archer,4,2,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Tushar Deshpande,3,0,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Sandeep Sharma,4,0,1
"Arun Jaitley Stadium, Delhi",2025-04-16,M Theekshana,4,1,0
"Arun Jaitley Stadium, Delhi",2025-04-16,W Hasaranga,4,1,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Riyan Parag,1,0,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Yashasvi Jaiswal,51,3,4
"Arun Jaitley Stadium, Delhi",2025-04-16,Sanju Samson (c & wk),31,2,3
"Arun Jaitley Stadium, Delhi",2025-04-16,Riyan Parag,8,1,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Nitish Rana,51,6,2
"Arun Jaitley Stadium, Delhi",2025-04-16,Dhruv Jurel,26,0,2
"Arun Jaitley Stadium, Delhi",2025-04-16,Shimron Hetmyer,15,1,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Mitchell Starc,4,1,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Mukesh Kumar,3,0,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Mohit Sharma,4,0,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Vipraj Nigam,1,0,1
"Arun Jaitley Stadium, Delhi",2025-04-16,Axar Patel (c),3,1,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Kuldeep Yadav,4,1,0
"Arun Jaitley Stadium, Delhi",2025-04-16,Tristan Stubbs,1,0,0
"Wankhede Stadium, Mumbai",2025-04-17,Abhishek Sharma,40,7,0
"Wankhede Stadium, Mumbai",2025-04-17,Head,28,3,0
"Wankhede Stadium, Mumbai",2025-04-17,Ishan Kishan,2,0,0
"Wankhede Stadium, Mumbai",2025-04-17,Nitish Reddy,19,1,0
"Wankhede Stadium, Mumbai",2025-04-17,Klaasen (wk),37,3,2
"Wankhede Stadium, Mumbai",2025-04-17,Aniket Verma,18,0,2
"Wankhede Stadium, Mumbai",2025-04-17,Cummins (c),8,0,1
"Wankhede Stadium, Mumbai",2025-04-17,D Chahar,4,0,0
"Wankhede Stadium, Mumbai",2025-04-17,Boult,4,1,0
"Wankhede Stadium, Mumbai",2025-04-17,Bumrah,4,1,0
"Wankhede Stadium, Mumbai",2025-04-17,Will Jacks,3,2,0
"Wankhede Stadium, Mumbai",2025-04-17,Hardik Pandya (c),4,1,1
"Wankhede Stadium, Mumbai",2025-04-17,Santner,1,0,0
"Wankhede Stadium, Mumbai",2025-04-17,Ryan Rickelton (wk),31,5,0
"Wankhede Stadium, Mumbai",2025-04-17,Rohit Sharma,26,0,3
"Wankhede Stadium, Mumbai",2025-04-17,Will Jacks,36,3,2
"Wankhede Stadium, Mumbai",2025-04-17,Suryakumar Yadav,26,2,2
"Wankhede Stadium, Mumbai",2025-04-17,Tilak Varma,21,2,0
"Wankhede Stadium, Mumbai",2025-04-17,Hardik Pandya (c),21,3,1
"Wankhede Stadium, Mumbai",2025-04-17,Naman Dhir,0,0,0
"Wankhede Stadium, Mumbai",2025-04-17,Mitchell Santner,0,0,0
"Wankhede Stadium, Mumbai",2025-04-17,Mohammed Shami,3,0,0
"Wankhede Stadium, Mumbai",2025-04-17,Pat Cummins (c),4,3,0
"Wankhede Stadium, Mumbai",2025-04-17,Eshan Malinga,4,2,0
"Wankhede Stadium, Mumbai",2025-04-17,Zeeshan Ansari,3.1,0,1
"Wankhede Stadium, Mumbai",2025-04-17,Harshal Patel,3,1,0
"Wankhede Stadium, Mumbai",2025-04-17,Rahul Chahar,1,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Phil Salt,4,1,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Kohli,1,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Rajat Patidar (c),23,1,1
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Livingstone,4,1,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Jitesh Sharma (wk),2,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Krunal Pandya,1,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Tim David,50,5,3
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Manoj Bhandage,1,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Bhuvneshwar,8,1,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Yash Dayal,0,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Hazlewood,0,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Arshdeep Singh,3,2,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Xavier Bartlett,3,1,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Marco Jansen,3,2,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Chahal,3,2,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Harpreet Brar,2,2,1
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Priyansh Arya,16,1,1
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Prabhsimran Singh,13,2,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Shreyas Iyer (c),7,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Josh Inglis (wk),14,2,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Nehal Wadhera,33,3,3
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Shashank Singh,1,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Marcus Stoinis,7,0,1
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Bhuvneshwar Kumar,3,2,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Yash Dayal,2.1,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Josh Hazlewood,3,3,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Krunal Pandya,1,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-18,Suyash Sharma,3,0,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Abishek Porel,18,3,1
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Karun Nair,31,2,2
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Rahul (wk),28,4,1
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Axar (c),39,1,2
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Stubbs,31,2,1
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Ashutosh Sharma,37,2,3
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Vipraj Nigam,0,0,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Donovan Ferreira,1,0,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Mitchell Starc,2,0,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Kuldeep Yadav,4,1,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Siraj,4,1,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Arshad Khan,4,1,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Prasidh,4,4,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Rashid Khan,4,0,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Ishant,3,1,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Sai Kishore,1,1,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Sai Sudharsan,36,5,1
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Shubman Gill (c),7,1,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Jos Buttler (wk),97,11,4
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Sherfane Rutherford,43,1,3
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Rahul Tewatia,11,1,1
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Mitchell Starc,3.2,0,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Mukesh Kumar,4,1,1
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Axar Patel (c),2,0,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Vipraj Nigam,4,0,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Kuldeep Yadav,4,1,0
"Narendra Modi Stadium, Ahmedabad",2025-04-19,Mohit Sharma,2,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Mitchell Marsh,4,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Markram,66,5,3
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Pooran,11,2,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Pant (c & wk),3,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Ayush Badoni,50,5,1
"Sawai Mansingh Stadium, Jaipur",2025-04-19,David Miller,7,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Abdul Samad,30,0,4
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Jofra Archer,4,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,M Theekshana,4,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Sandeep Sharma,4,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Tushar Deshpande,4,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,W Hasaranga,4,2,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Yashasvi Jaiswal,74,5,4
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Vaibhav Suryavanshi,34,2,3
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Nitish Rana,8,0,1
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Riyan Parag (c),39,3,2
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Dhruv Jurel (wk),6,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Shimron Hetmyer,12,2,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Shubham Dubey,3,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Shardul Thakur,3,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Avesh Khan,4,3,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Digvesh Singh Rathi,4,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Aiden Markram,2,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Prince Yadav,4,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-19,Ravi Bishnoi,3,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Priyansh Arya,22,3,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Prabhsimran,33,5,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Shreyas Iyer (c),6,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Josh Inglis (wk),29,2,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Nehal Wadhera,5,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Shashank Singh,31,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Stoinis,1,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Marco Jansen,25,0,2
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Bhuvneshwar,4,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Yash Dayal,2,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Hazlewood,4,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Krunal Pandya,4,2,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Romario Shepherd,2,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Suyash Sharma,4,2,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Philip Salt,1,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Virat Kohli,73,7,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Devdutt Padikkal,61,5,4
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Rajat Patidar (c),12,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Jitesh Sharma (wk),11,0,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Arshdeep Singh,3,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Xavier Bartlett,3,0,0
