2025-04-30 14:59:25,171 - INFO - Fetching match info from: https://www.cricbuzz.com/cricket-series/9237/indian-premier-league-2025/matches
2025-04-30 14:59:25,500 - INFO - Found 74 match containers.
2025-04-30 14:59:25,504 - INFO - Successfully extracted info for 70 matches.
2025-04-30 14:59:25,559 - INFO - Saving match info to CSV file: cricbuzz_matches.csv
2025-04-30 14:59:25,561 - INFO - Successfully saved match info to cricbuzz_matches.csv
2025-04-30 15:00:37,455 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115183/lsg-vs-rr-36th-match-indian-premier-league-2025, Location=Sawai Mansingh Stadium, Jaipur, Date=2025-04-19
2025-04-30 15:00:37,455 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115192/pbks-vs-rcb-37th-match-indian-premier-league-2025, Location=Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh, Date=2025-04-20
2025-04-30 15:00:37,455 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115201/csk-vs-mi-38th-match-indian-premier-league-2025, Location=Wankhede Stadium, Mumbai, Date=2025-04-20
2025-04-30 15:00:37,455 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115210/gt-vs-kkr-39th-match-indian-premier-league-2025, Location=Eden Gardens, Kolkata, Date=2025-04-21
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115212/lsg-vs-dc-40th-match-indian-premier-league-2025, Location=Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow, Date=2025-04-22
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115221/srh-vs-mi-41st-match-indian-premier-league-2025, Location=Rajiv Gandhi International Stadium, Hyderabad, Date=2025-04-23
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115230/rcb-vs-rr-42nd-match-indian-premier-league-2025, Location=M.Chinnaswamy Stadium, Bengaluru, Date=2025-04-24
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115239/csk-vs-srh-43rd-match-indian-premier-league-2025, Location=MA Chidambaram Stadium, Chennai, Date=2025-04-25
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115248/pbks-vs-kkr-44th-match-indian-premier-league-2025, Location=Eden Gardens, Kolkata, Date=2025-04-26
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115255/mi-vs-lsg-45th-match-indian-premier-league-2025, Location=Wankhede Stadium, Mumbai, Date=2025-04-27
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115257/dc-vs-rcb-46th-match-indian-premier-league-2025, Location=Arun Jaitley Stadium, Delhi, Date=2025-04-27
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115266/gt-vs-rr-47th-match-indian-premier-league-2025, Location=Sawai Mansingh Stadium, Jaipur, Date=2025-04-28
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115275/kkr-vs-dc-48th-match-indian-premier-league-2025, Location=Arun Jaitley Stadium, Delhi, Date=2025-04-29
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115282/csk-vs-pbks-49th-match-indian-premier-league-2025, Location=MA Chidambaram Stadium, Chennai, Date=2025-04-30
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115291/rr-vs-mi-50th-match-indian-premier-league-2025, Location=Sawai Mansingh Stadium, Jaipur, Date=2025-05-01
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115300/gt-vs-srh-51st-match-indian-premier-league-2025, Location=Narendra Modi Stadium, Ahmedabad, Date=2025-05-02
2025-04-30 15:00:37,456 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115302/rcb-vs-csk-52nd-match-indian-premier-league-2025, Location=M.Chinnaswamy Stadium, Bengaluru, Date=2025-05-03
2025-04-30 15:00:37,457 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115309/kkr-vs-rr-53rd-match-indian-premier-league-2025, Location=Eden Gardens, Kolkata, Date=2025-05-04
2025-04-30 15:00:37,457 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115318/pbks-vs-lsg-54th-match-indian-premier-league-2025, Location=Himachal Pradesh Cricket Association Stadium, Dharamsala, Date=2025-05-04
